path,label,pca_features
s3://p9-compartiment/Test_aws/Pear Kaiser/r_125_100.jpg,Pear Kaiser,"[1.3325024843215942, 3.694291353225708, -11.609699249267578, 4.684667587280273, -0.19971682131290436, 9.457077980041504, -5.82114315032959, 6.5495924949646, -0.24223056435585022, -2.9918508529663086, -4.020108222961426, 1.4484994411468506, 1.0876270532608032, 6.813920497894287, 1.8645298480987549, 2.5019311904907227, 0.9650343060493469, -0.03104100376367569, -0.6940446496009827, 0.10725785046815872, 0.48268091678619385, -0.7214890718460083, -4.684676647186279, -0.10528025776147842, 1.831943392753601, -0.7409089803695679, -1.209522008895874, -2.6305174827575684, -2.8600070476531982, 2.3073830604553223, 0.38242247700691223, 0.7132567763328552, 3.4692981243133545, -3.156888961791992, 1.3660460710525513, 2.501218557357788, -0.07925313711166382, 1.372151494026184, -0.0399479866027832, 0.5151167511940002, 1.2899967432022095, -0.4164287745952606, -0.677455723285675, -2.4570395946502686, 0.6611512303352356, -0.878928542137146, 0.4519728124141693, -1.5210204124450684, -0.1214425340294838, 0.0065163979306817055, 3.1446263790130615, -2.962474822998047, 1.6086043119430542, -2.901125431060791, 0.5857419371604919, 2.6240811347961426, 1.8289649486541748, 0.6864002346992493, -1.70717191696167, 1.4093276262283325, 2.3321664333343506, 0.94041508436203, 0.527448296546936, 0.576454758644104, 1.828655481338501, 1.3760749101638794, 1.08115816116333, -2.2150774002075195, 3.880014181137085, -1.1322840452194214, -0.16645878553390503, 1.460673451423645, -1.928713321685791, 1.3483233451843262, 0.21256373822689056, 0.9271864295005798, 1.4493573904037476, -1.2812131643295288, -1.8285526037216187, 1.1508845090866089, 3.875210762023926, 1.8022814989089966, -0.06026125326752663, 0.8847859501838684, -0.48982325196266174, -1.0433452129364014, -2.148761749267578, -2.6461000442504883, 1.3913617134094238, 3.3900535106658936, 0.22045156359672546, -0.2789684534072876, 0.6198260188102722]"
s3://p9-compartiment/Test_aws/Tomato 4/249_100.jpg,Tomato 4,"[11.448341369628906, -17.477691650390625, -0.48147857189178467, -0.05677655339241028, 1.3439617156982422, 9.991096496582031, 8.749369621276855, 2.6522505283355713, -3.809812307357788, -8.444490432739258, 0.6137697100639343, 4.82989501953125, -1.968822717666626, 0.4770158529281616, 3.122796058654785, -2.5006606578826904, -0.30829474329948425, -2.8399269580841064, -0.17052635550498962, -1.7397688627243042, -1.970412254333496, -1.0253492593765259, -4.336345195770264, 0.8058774471282959, -0.5705945491790771, -2.57902455329895, 2.067854642868042, 0.44866517186164856, -3.7128536701202393, 2.8825976848602295, 0.03473925590515137, 0.35298749804496765, -2.257390022277832, -0.10287389159202576, 0.7527133822441101, -0.4630475640296936, 6.60203742980957, -2.0606353282928467, 2.2333812713623047, 1.3297309875488281, 2.4697699546813965, 1.045063853263855, -1.2948417663574219, -2.9453775882720947, 3.7339165210723877, -0.32218271493911743, -0.7703288793563843, 1.0764738321304321, -1.3991951942443848, 2.0085530281066895, 0.25050559639930725, -0.9374831914901733, -0.031989920884370804, 1.8933110237121582, -1.1390470266342163, -0.7968471050262451, -1.6359449625015259, -0.7549900412559509, -2.5016367435455322, -0.5333455801010132, -1.301239013671875, -0.6567080616950989, -0.34879645705223083, 0.009907462634146214, 1.3815019130706787, 1.2256165742874146, 0.27802419662475586, 3.6850509643554688, 1.8144230842590332, -0.7489254474639893, -1.533143162727356, 0.9623069763183594, -1.2307493686676025, 0.466846764087677, -0.8184607625007629, 1.0033985376358032, -0.3922121226787567, 0.529865026473999, 0.8815203905105591, -1.5934319496154785, -0.9191688299179077, -1.4651671648025513, -0.16757945716381073, -0.6542198061943054, -0.8603343963623047, 1.0576426982879639, -1.7554539442062378, -0.12674346566200256, -0.3438902497291565, 0.20264843106269836, -1.049587368965149, -0.12276381999254227, -0.6114744544029236]"
s3://p9-compartiment/Test_aws/Maracuja/215_100.jpg,Maracuja,"[10.888238906860352, 8.472935676574707, 6.217833042144775, -3.531083106994629, 6.187626838684082, -0.25487300753593445, -2.620828628540039, 1.0990849733352661, 1.4059996604919434, 4.111494064331055, 0.4010923206806183, -0.48181623220443726, 1.8933504819869995, -0.23097601532936096, -1.7209535837173462, 0.2690197825431824, -2.0101921558380127, -3.644338846206665, 0.8662484288215637, 0.29405003786087036, 0.8221293687820435, -2.365241765975952, 1.236227035522461, 1.0463817119598389, 1.942740559577942, 0.3279152810573578, 2.455113649368286, 4.243637561798096, -0.6856326460838318, -0.8655255436897278, 1.4768717288970947, 1.3167439699172974, -0.7446473240852356, 1.2258964776992798, -1.183131217956543, -0.8983786106109619, 0.3750309348106384, 2.81528377532959, -0.9412400722503662, 1.4896447658538818, -0.07075832039117813, 0.01400740072131157, 0.5292012691497803, 0.9912506937980652, -0.029902959242463112, -0.42613449692726135, -0.16955025494098663, 1.0700223445892334, 0.34999731183052063, -1.3819410800933838, -0.11931929737329483, 0.9422117471694946, -1.5622063875198364, -0.9172661900520325, 0.631257951259613, -1.51012122631073, -0.2983493208885193, 0.5149328708648682, 2.712480068206787, 1.0289314985275269, 0.701127827167511, -1.436103105545044, 0.4742501974105835, -0.9503107070922852, 0.24140673875808716, 1.179919719696045, -1.0937377214431763, -0.13015735149383545, -1.363137125968933, 0.9516540765762329, -1.287939429283142, -0.38291504979133606, 0.08193337917327881, -1.0382864475250244, 0.7521116733551025, 0.8256013989448547, 1.986027717590332, 0.30068710446357727, 0.3327464163303375, -0.19412147998809814, -1.096753478050232, 0.3543805480003357, 1.7309447526931763, 1.0803730487823486, -2.5279321670532227, -1.0908153057098389, -1.5577465295791626, -0.3170960247516632, 0.3253296911716461, 0.3396281599998474, -0.6768455505371094, -0.943993091583252, 1.4461658000946045]"
s3://p9-compartiment/Test_aws/Plum 3/r2_185_100.jpg,Plum 3,"[1.5135624408721924, -7.400227069854736, -7.078356742858887, 7.017893314361572, 1.4911341667175293, -7.947653770446777, -3.814166307449341, 3.6099112033843994, 3.372079610824585, 0.5522121787071228, 5.942117214202881, 1.182657241821289, -4.4023003578186035, 4.374173164367676, 5.609241962432861, -0.7337112426757812, 1.3213801383972168, 3.629359483718872, 2.0305380821228027, 3.4688074588775635, 5.425992012023926, -1.503135085105896, -3.9588749408721924, 0.5384868383407593, 3.0718610286712646, 3.199141025543213, 1.1139521598815918, 1.3875558376312256, -2.3191182613372803, -2.4853134155273438, -3.894727945327759, 1.6359342336654663, -0.702464759349823, -1.31302011013031, 3.552255392074585, 1.9714038372039795, -0.9562819004058838, -1.0753616094589233, 3.5562918186187744, 2.537320137023926, 0.6266381740570068, 5.360720157623291, -0.15447677671909332, 0.29517775774002075, 3.7940661907196045, 0.7499688267707825, 1.8906505107879639, 1.2391843795776367, -0.2583998441696167, -1.7004555463790894, -0.8558005690574646, -1.7240660190582275, 2.9390926361083984, 1.305381417274475, 2.677711009979248, 0.7539247870445251, 0.4710158705711365, 1.952455759048462, -0.9819260835647583, 2.5654468536376953, 1.9314932823181152, 0.7194056510925293, -0.6836906671524048, 2.3334639072418213, 0.6133396625518799, -4.48485803604126, 1.284616470336914, -1.1264818906784058, -1.618906021118164, 2.4267446994781494, 4.664509296417236, -0.7679280638694763, 0.6671485304832458, -0.74931401014328, 0.10933360457420349, 1.109241008758545, 1.4050484895706177, 0.79734867811203, -0.8184297680854797, -2.1196889877319336, -2.5030572414398193, -0.9507747888565063, -2.6217355728149414, -1.4582618474960327, -2.058157444000244, -0.8027423620223999, 2.1358232498168945, 0.7446149587631226, -0.1780594438314438, 2.4330880641937256, -3.2585978507995605, 0.965672492980957, -1.9664503335952759]"
s3://p9-compartiment/Test_aws/Mulberry/r_294_100.jpg,Mulberry,"[-19.327024459838867, -5.316684722900391, -11.347819328308105, -17.730375289916992, 6.63779354095459, 1.449087142944336, -6.702742576599121, 3.002880573272705, 5.917156219482422, -2.1855697631835938, 11.109657287597656, -14.494239807128906, 5.899562358856201, 7.309935569763184, 1.2603915929794312, -11.871159553527832, 7.333454132080078, 0.42992687225341797, -7.298190116882324, -1.0354835987091064, -19.38257598876953, 12.930599212646484, -5.7158308029174805, 8.858291625976562, 2.731508731842041, 2.256225824356079, -5.049549579620361, 5.620413780212402, -3.5567362308502197, -2.7030704021453857, 0.8483487963676453, -3.4702765941619873, -5.1938300132751465, -4.488683700561523, 0.34260088205337524, 1.0757328271865845, -2.0933518409729004, 1.3458466529846191, -3.964874744415283, 2.8059234619140625, 1.1612591743469238, 3.1036810874938965, 5.138384819030762, 2.395343780517578, 1.7700340747833252, -1.9668240547180176, 5.797711372375488, 1.5041085481643677, 2.283616781234741, -4.007619857788086, 1.0190376043319702, -2.417863607406616, -1.5097012519836426, 2.069554090499878, 3.7914891242980957, -4.531641006469727, 0.7023026943206787, -0.1279178261756897, 1.378847599029541, -0.7148780822753906, -1.3618319034576416, 0.9106852412223816, -0.7960115075111389, -0.20098817348480225, 4.477991580963135, -2.6389760971069336, -3.0536184310913086, 0.9450490474700928, 0.4839402735233307, -1.1539456844329834, 4.498173713684082, 3.916027307510376, -4.118957996368408, -0.05610360577702522, 0.8199499845504761, 2.402132749557495, 1.0336244106292725, 1.733053207397461, 3.1276421546936035, 0.630108118057251, 3.0957276821136475, 1.2668333053588867, 1.141636610031128, 0.48960813879966736, 0.13500888645648956, 0.030644061043858528, -1.5547993183135986, 1.7071104049682617, -3.830719470977783, 1.5465260744094849, -1.162385106086731, -1.2353365421295166, -0.15580983459949493]"
s3://p9-compartiment/Test_aws/Papaya/31_100.jpg,Papaya,"[0.416208416223526, 5.212936878204346, -3.8423075675964355, 3.73418927192688, -5.0522966384887695, 2.110347032546997, -5.108658313751221, 1.0864921808242798, -0.32234105467796326, -5.374423503875732, -3.7285420894622803, 2.561340808868408, 0.8781945705413818, -0.7682753801345825, 2.3036508560180664, 4.958621501922607, 3.5209152698516846, -2.5065832138061523, -3.268374443054199, 2.9377856254577637, -1.8282510042190552, 3.045565128326416, -3.07682728767395, 4.511248588562012, -1.220511794090271, -0.3530583083629608, 0.8090531229972839, -0.8487768173217773, 2.4901061058044434, 2.2471060752868652, -1.4156442880630493, -2.878582239151001, 0.2757103443145752, 1.4793285131454468, 1.9515371322631836, -1.202157974243164, 2.728306531906128, 1.7346947193145752, 5.633625030517578, 2.396385669708252, 1.182812213897705, -0.8078241944313049, -1.2456971406936646, 2.1122782230377197, -1.0172849893569946, -0.3866233229637146, -0.37290045619010925, -1.6564795970916748, 1.9108742475509644, 0.428574800491333, -0.7594940066337585, 1.5795814990997314, 4.056138515472412, -1.1461820602416992, -0.4215681552886963, 2.948878526687622, -1.0936236381530762, 0.7099255919456482, -2.274921417236328, -0.8392609357833862, -0.7667696475982666, 0.6847102046012878, -0.5544387698173523, 1.5718679428100586, 4.01731014251709, -1.370282530784607, -0.3465016484260559, 1.214188575744629, -0.5111952424049377, -1.337339997291565, 1.786604642868042, -4.466270923614502, -0.056420695036649704, 1.658259391784668, -1.7493696212768555, 0.04622931405901909, -0.8531202077865601, 0.22918391227722168, -1.3900567293167114, -1.1297625303268433, 2.109476089477539, -0.06252288073301315, 1.2059813737869263, -1.0905038118362427, 0.2436659187078476, 0.466280460357666, -2.99176025390625, -1.254951000213623, -0.773291826248169, 1.4079867601394653, -0.016668695956468582, 0.682257890701294, 0.9087143540382385]"
s3://p9-compartiment/Test_aws/Mango Red/r_102_100.jpg,Mango Red,"[11.901325225830078, -5.355553150177002, 2.2670860290527344, 0.4178447723388672, -3.5672354698181152, 1.6326662302017212, -0.5189154744148254, 0.24840644001960754, 2.565359354019165, 1.2605128288269043, 2.769740581512451, 1.9887295961380005, 3.938695192337036, -0.5245203375816345, 0.9515452980995178, -0.11524582654237747, -2.9760193824768066, 0.6122816205024719, -2.3117873668670654, 1.2455766201019287, 0.3819986879825592, -0.24615153670310974, 0.39000725746154785, -1.3021738529205322, 1.5315780639648438, -0.9996765851974487, 2.042243242263794, 1.0522372722625732, -1.2412468194961548, 0.16944028437137604, 1.3199905157089233, -0.16087622940540314, 1.057174563407898, 0.9419372081756592, -1.5518414974212646, 0.38091471791267395, -2.231346845626831, 0.3674018681049347, -2.3289191722869873, -0.09593147784471512, -2.187225341796875, 0.7225292921066284, 0.007397784385830164, 0.8951869010925293, -0.6168949604034424, 0.4754883050918579, -1.2882471084594727, 0.5425114035606384, 2.5107040405273438, -1.2494120597839355, 0.5015538930892944, -0.6208418011665344, -0.06845194101333618, 0.010167312808334827, -1.134266972541809, -2.0539498329162598, -0.050522614270448685, 0.4619912803173065, 1.8392927646636963, -0.16419564187526703, 0.3689032196998596, 1.1243234872817993, 0.782162606716156, 0.19056887924671173, 0.1334962397813797, 1.590246558189392, -0.30855095386505127, 0.7499679327011108, -0.029748233035206795, 1.5784553289413452, 1.2022522687911987, 0.7438778281211853, -0.9496714472770691, 0.6065523028373718, 0.40480881929397583, -0.4205438494682312, -0.16143302619457245, -0.4314872920513153, -0.06037372723221779, -0.06192106008529663, 0.07699060440063477, 1.1006603240966797, -0.4791910946369171, 0.21513120830059052, 1.0703283548355103, 0.9989648461341858, 0.7230134606361389, 0.35804104804992676, 0.8798733949661255, -1.7250343561172485, -1.629091501235962, 0.23501573503017426, 0.5779649019241333]"
s3://p9-compartiment/Test_aws/Physalis/270_100.jpg,Physalis,"[9.713528633117676, -2.823014259338379, 10.153764724731445, -2.067626476287842, 3.181159734725952, -2.623288631439209, 4.21151065826416, 5.903794288635254, -9.319125175476074, -2.1031782627105713, -0.5444952249526978, -2.2036991119384766, 3.7523484230041504, -2.337308645248413, -4.543894290924072, -5.378600597381592, 4.322784423828125, -2.5877110958099365, 0.6229552626609802, -3.879244565963745, 1.5213768482208252, -0.7178622484207153, -1.3668301105499268, -0.21035853028297424, -0.07045906782150269, 1.4065723419189453, -1.5991894006729126, -1.2329572439193726, 4.104023456573486, 1.3401597738265991, -1.462710976600647, -0.9411414861679077, 3.4157874584198, 1.2312555313110352, -5.9834208488464355, 0.4568304121494293, -2.892163038253784, -3.715590715408325, -1.6372021436691284, 1.482172966003418, -0.7064657807350159, 1.0099704265594482, -2.9014906883239746, -1.595086693763733, -1.0630006790161133, -1.1433371305465698, -1.0802040100097656, -1.0733619928359985, 0.575660765171051, 2.0682425498962402, 0.7123934626579285, -0.6642134189605713, 3.1152803897857666, -1.3756784200668335, -1.5585026741027832, 1.2416174411773682, 0.7690973877906799, 2.442551374435425, 1.0455306768417358, -4.302124977111816, 0.2822871506214142, -1.8511284589767456, -0.2514762878417969, 1.804704189300537, 3.6348774433135986, -0.25277605652809143, -1.96860671043396, 1.283344030380249, 0.25472503900527954, 0.0811992958188057, -1.690474271774292, -0.9486268758773804, -0.06912800669670105, 0.07262520492076874, 0.35281068086624146, -1.5189968347549438, 0.31317469477653503, 3.110736131668091, 3.1015467643737793, -1.361616611480713, -1.065401554107666, 1.6306719779968262, 0.6678798794746399, -3.3380746841430664, -1.480381727218628, -0.5221234560012817, 0.7624728083610535, 0.995280921459198, -0.12075921148061752, -0.9265034794807434, 0.7996268272399902, 3.991425037384033, -0.6266955137252808]"
s3://p9-compartiment/Test_aws/Avocado ripe/129_100.jpg,Avocado ripe,"[-21.85605239868164, -5.772233009338379, -13.297788619995117, 0.48268502950668335, 0.4205414652824402, -0.5286476612091064, 1.3966809511184692, 18.33768653869629, -6.272400856018066, 10.882072448730469, -5.901369094848633, -14.478778839111328, -12.81269359588623, -4.0995965003967285, 10.200170516967773, -3.9379355907440186, -1.6412049531936646, -9.33602237701416, -2.804651975631714, 10.280519485473633, 5.8139824867248535, 5.268110275268555, -3.9595537185668945, -5.493037223815918, 2.0304391384124756, 2.8647398948669434, 6.909286975860596, 10.881322860717773, -0.4767362177371979, -3.0592503547668457, -1.2815293073654175, -13.575973510742188, 4.665591239929199, 1.037664771080017, -2.4671409130096436, -1.8758885860443115, 10.917794227600098, 2.648012161254883, 1.084755301475525, 2.466644287109375, 3.354128122329712, 2.3341662883758545, 2.9148449897766113, -5.5631489753723145, -16.34979248046875, -2.2551796436309814, -14.476875305175781, -6.2957940101623535, 3.7316606044769287, -7.084633827209473, -4.121750831604004, -7.899255275726318, 1.6052064895629883, 0.3303212821483612, 1.7806737422943115, -7.351682662963867, -5.413160800933838, -3.640009880065918, -5.8623809814453125, 3.5698349475860596, -5.5242695808410645, -1.1605513095855713, 4.891472816467285, -8.700620651245117, -0.08076362311840057, 6.246397018432617, -2.5833146572113037, 1.194553017616272, 2.283425807952881, 0.2566385865211487, -1.2276134490966797, -1.9225969314575195, 3.88234281539917, 0.6885800957679749, -0.24422428011894226, -2.9261226654052734, -2.1822831630706787, -4.93552827835083, 1.4339818954467773, 3.1521494388580322, 2.987536907196045, -2.6617507934570312, -0.11041181534528732, -1.2287821769714355, -0.702069103717804, -2.3896536827087402, 4.638361930847168, 3.8928122520446777, 2.5765421390533447, 2.8497025966644287, 1.2232252359390259, -2.015742540359497, 0.7130391001701355]"
s3://p9-compartiment/Test_aws/Corn/r_190_100.jpg,Corn,"[-5.636800289154053, 0.5810563564300537, 12.96602725982666, -5.243315696716309, 11.39306640625, 11.883930206298828, -3.685058116912842, -2.205115556716919, -0.5006452202796936, 12.090585708618164, -8.561095237731934, -2.6034746170043945, 1.2425743341445923, -3.8375535011291504, 7.563813209533691, -11.044631004333496, 6.996899604797363, 25.88787078857422, 1.1037254333496094, 6.272253513336182, -1.968979001045227, -5.452548503875732, 4.032749176025391, -1.3884251117706299, 2.2206220626831055, 3.822878122329712, 8.835705757141113, 1.977677583694458, 5.523464202880859, 9.594030380249023, -0.7826929092407227, -0.04066210240125656, 5.2749924659729, 3.8916122913360596, 2.6758642196655273, 5.953950881958008, 2.2141339778900146, 0.6452866792678833, 0.7346004843711853, 1.5699331760406494, 2.2624528408050537, -1.058923602104187, 0.5182757377624512, -3.13310170173645, -0.5607460141181946, 1.0435082912445068, 4.096148490905762, 2.623133659362793, 0.8689714670181274, 1.9055806398391724, -2.1322097778320312, 4.027307987213135, -1.5761590003967285, -0.48489564657211304, 3.529510736465454, -6.595840930938721, 5.963993549346924, 6.040527820587158, 0.15919384360313416, -6.4784111976623535, -5.130753517150879, 2.568079710006714, 2.5317814350128174, -0.9655455946922302, 6.013996124267578, 2.0800299644470215, 1.915368914604187, 2.741431474685669, 1.5005886554718018, -6.8313307762146, 0.15657341480255127, 1.8185311555862427, -1.8075929880142212, 0.43471187353134155, 3.0951619148254395, 3.1841273307800293, -5.399871826171875, -3.400045156478882, -0.6305673122406006, 0.48643016815185547, 0.3397503197193146, -4.9172282218933105, 0.6958847045898438, 3.5811829566955566, 1.2396326065063477, 0.2684239447116852, 0.20563219487667084, -1.4427789449691772, -0.34441331028938293, -0.1408754140138626, 1.5456161499023438, 1.9527525901794434, 3.8881218433380127]"
s3://p9-compartiment/Test_aws/Potato Red Washed/r_22_100.jpg,Potato Red Washed,"[0.7171804904937744, -1.9438807964324951, 3.5870587825775146, 7.652454376220703, -8.249695777893066, 3.278995990753174, 3.559899091720581, -4.304739952087402, 2.244875907897949, -5.654751777648926, 1.5931260585784912, -8.164684295654297, 2.3564882278442383, 0.364406555891037, -4.053896903991699, -1.6086028814315796, -2.814086675643921, 2.26991605758667, 1.6944383382797241, 0.325635701417923, -1.8249109983444214, 4.966487884521484, 2.7189879417419434, -5.487247467041016, 0.052920304238796234, -1.2921314239501953, 4.666513442993164, 0.5541217923164368, -3.072115898132324, 1.2527467012405396, -4.530647277832031, -0.7144744992256165, 0.9581918716430664, 1.399288535118103, -1.6828086376190186, 1.6358965635299683, -1.4351527690887451, -3.69993257522583, -0.1289949119091034, -0.23073209822177887, -1.1392929553985596, -0.4511287212371826, -1.1375595331192017, 6.11790657043457, -2.0237879753112793, -0.7070767879486084, -3.843745708465576, 0.6172309517860413, -0.7097649574279785, 0.896686315536499, 1.8246641159057617, 1.9288450479507446, -0.770052433013916, -0.17335189878940582, -2.6501007080078125, -1.8730252981185913, 1.1585311889648438, -1.9192190170288086, -0.721486508846283, -1.1855685710906982, 1.0540046691894531, 2.782428026199341, -1.1300102472305298, -1.44166100025177, -1.1550942659378052, -1.371505856513977, 2.0978763103485107, -0.9320723414421082, -0.9956206679344177, 0.01917421631515026, 1.001226544380188, 1.7162152528762817, 0.6593655347824097, -1.8518418073654175, 2.5892064571380615, -2.600266695022583, 0.5601620078086853, -1.4234352111816406, -1.2518187761306763, -0.9163558483123779, -2.005626916885376, -2.1400206089019775, 0.4149743914604187, -0.027315868064761162, -0.7988600730895996, 1.0471667051315308, -0.2319132387638092, -0.8061209321022034, -0.673121452331543, 0.14193443953990936, -1.5011118650436401, -1.1576545238494873, 2.3358535766601562]"
s3://p9-compartiment/Test_aws/Cactus fruit/229_100.jpg,Cactus fruit,"[-3.2593581676483154, 5.651122093200684, 7.707057476043701, -1.256689429283142, 1.633409023284912, -7.436855792999268, -3.710495948791504, -2.370250701904297, -3.453437089920044, -2.438552141189575, 6.983180522918701, -2.474182367324829, 1.5777231454849243, 0.5627654790878296, -6.2455596923828125, -1.0391579866409302, -3.403743267059326, 0.6091220378875732, 4.722231388092041, -1.3949904441833496, 0.31013980507850647, -4.678656578063965, -1.8251951932907104, -1.5568830966949463, 1.6921048164367676, 0.7015699148178101, 1.2373883724212646, -0.5510100722312927, -1.013952374458313, 5.799026012420654, -2.66660475730896, 2.2907016277313232, 1.5528775453567505, 0.0009312645415775478, 0.2543026804924011, -2.4752700328826904, 1.3055555820465088, 2.2689478397369385, -1.0210517644882202, 0.13740326464176178, 1.2593852281570435, -0.849017858505249, 0.5186070799827576, -3.6042890548706055, 1.6714953184127808, -5.60249137878418, -2.2284815311431885, -1.1046464443206787, 6.058622360229492, -1.4124743938446045, 2.7047271728515625, -0.16763748228549957, -1.5430192947387695, -1.2515627145767212, -1.9150604009628296, -3.3504629135131836, 1.08339262008667, -0.3022589087486267, 1.5928864479064941, 1.2541910409927368, -0.6380336284637451, -0.3420582413673401, -4.845058917999268, -0.0020729429088532925, -2.156628370285034, -1.304569959640503, 1.2503883838653564, -1.555702567100525, -3.272697925567627, -1.1588642597198486, -1.5772687196731567, 1.3657004833221436, 0.5553936958312988, 0.1820988953113556, -3.6505930423736572, 2.9233086109161377, 0.8334687948226929, -0.0005752997240051627, 1.364388346672058, -0.10137554258108139, 4.955581188201904, -2.4545962810516357, -5.291096210479736, 2.738804578781128, 0.3378032445907593, -1.2148768901824951, 0.9341556429862976, 0.9451160430908203, 0.589349091053009, 1.9773406982421875, 1.2169255018234253, -1.6568818092346191, -1.3305320739746094]"
s3://p9-compartiment/Test_aws/Cherry Wax Black/279_100.jpg,Cherry Wax Black,"[6.279239177703857, -15.371402740478516, -9.13687801361084, 6.977632999420166, 5.560283660888672, 4.511784076690674, 1.6991848945617676, 1.816299557685852, 0.338742196559906, 6.683651447296143, 5.30381441116333, 6.97265100479126, 1.330926537513733, -1.4325244426727295, -8.298105239868164, 4.103975772857666, 0.8332659602165222, 3.6852197647094727, 7.223559856414795, -1.0817791223526, -1.9127652645111084, 1.0324496030807495, 2.006885051727295, -3.9251604080200195, 2.3804879188537598, -5.673233509063721, -0.9396746158599854, 0.55429607629776, -1.7258625030517578, 1.9807018041610718, 1.4422029256820679, -5.01355504989624, 0.8646069765090942, -1.9416824579238892, 3.8347890377044678, -0.8952972292900085, -2.4615440368652344, -1.1741489171981812, 2.089611053466797, 0.5072813034057617, 0.4774320423603058, 1.091725468635559, -0.4916549623012543, 1.164973497390747, -1.1329617500305176, 1.3951338529586792, -0.07181500643491745, 2.1017727851867676, 1.7481415271759033, 1.5775376558303833, 0.4139883518218994, 1.5943635702133179, -0.3259727656841278, -1.6055914163589478, 3.151099681854248, -1.2385172843933105, 0.1436023861169815, -1.8698952198028564, 1.2989370822906494, 0.047616519033908844, 2.5355966091156006, 0.12135539948940277, 1.6454237699508667, -0.45842403173446655, -0.19746781885623932, -0.10677200555801392, -0.6334288120269775, -1.4634851217269897, -0.03803781047463417, -0.7687459588050842, 0.2733307480812073, 2.452547788619995, -0.2557152807712555, -0.5280520915985107, -3.8808937072753906, 0.8825540542602539, -2.5144355297088623, 1.180229663848877, -0.2378903329372406, 1.1434534788131714, 0.14658480882644653, -0.6623175740242004, -0.30981290340423584, -1.456910490989685, -1.4624555110931396, 1.394391655921936, -0.277831107378006, -0.39120081067085266, -0.3505566418170929, -1.322837471961975, 2.9626364707946777, -0.6061627864837646, -0.725703239440918]"
s3://p9-compartiment/Test_aws/Peach Flat/311_100.jpg,Peach Flat,"[-2.1038193702697754, 3.5040760040283203, 5.232129096984863, 2.170292377471924, -7.302257061004639, 0.7632951736450195, -2.0323331356048584, -3.4568567276000977, 2.31050181388855, -4.43030309677124, -2.8483006954193115, 1.6710989475250244, 3.9376637935638428, 3.6266250610351562, 2.1122469902038574, 1.6397910118103027, -1.2770850658416748, 2.165668487548828, -2.1153624057769775, 0.336355596780777, -1.3312808275222778, 1.9369384050369263, 2.75770902633667, -3.4163355827331543, -2.0716118812561035, -2.5517804622650146, -1.8295172452926636, 1.8715547323226929, 1.4057652950286865, -3.22218656539917, 1.810784935951233, -4.409552097320557, 0.7131316661834717, 2.5491881370544434, -1.8419071435928345, -1.5759038925170898, -0.4240756034851074, 1.3555309772491455, -0.43953579664230347, 0.2798764109611511, 1.6546822786331177, 0.790993332862854, -0.8249319195747375, -1.3081860542297363, -4.049426555633545, -1.4591981172561646, -0.9360641837120056, -1.6751927137374878, 0.42369183897972107, 1.3382236957550049, 0.4953101873397827, 1.4072000980377197, -2.1140594482421875, 1.5685451030731201, 1.543483853340149, 0.468713641166687, 0.5432682037353516, -1.7602850198745728, 0.6619081497192383, 0.020902780815958977, -1.2047715187072754, -0.7302543520927429, -2.841202974319458, 0.895606279373169, -1.5209040641784668, 0.8149363398551941, 2.1240057945251465, -0.9114211201667786, -0.9284793138504028, -0.9566173553466797, 0.5255189538002014, -0.5060529112815857, 1.7654547691345215, -1.7652612924575806, 0.47828611731529236, -0.1171925738453865, -0.796734631061554, -1.215632677078247, -1.535215139389038, -1.06070876121521, -2.0601308345794678, 1.0209208726882935, 0.9741582870483398, 0.6125158667564392, -0.3823396861553192, -0.5206418037414551, -1.9902468919754028, -1.0925182104110718, -0.43884238600730896, 0.7904964089393616, -1.4611403942108154, -2.3072617053985596, -0.4928267300128937]"
